Age,Flight Distance,Gender,Customer Type,Type of Travel,Class
35,384,0,1,1,Business
26,1655,1,0,1,Business
47,2484,0,1,1,Business
17,1847,0,1,0,Eco
48,1525,0,1,1,Business
40,3364,1,1,1,Business
40,1331,0,0,1,Business
33,495,1,1,1,Business
27,1381,0,1,0,Eco
53,1395,1,1,1,Business
77,237,1,1,1,Business
53,2184,0,1,1,Business
45,1967,0,1,0,Eco
21,1157,1,0,1,Eco
24,2705,0,1,0,Eco
61,457,1,1,1,Eco
23,1731,1,0,1,Eco
49,1607,0,1,0,Eco
26,2093,1,0,1,Eco
10,1941,1,1,0,Eco Plus
39,3753,0,1,1,Business
34,1487,1,1,0,Business
55,672,1,1,0,Eco
44,885,0,0,1,Eco
40,836,1,1,1,Business
23,2125,0,1,0,Business
77,2606,1,1,1,Eco Plus
33,2510,1,1,0,Eco Plus
31,4779,0,1,1,Business
57,2559,1,1,1,Business
36,1788,1,1,0,Eco Plus
39,262,1,1,1,Business
53,1184,1,1,1,Business
41,3516,1,1,1,Business
44,531,1,1,1,Eco
54,2677,1,1,1,Business
58,2676,1,1,1,Business
43,1256,0,1,1,Eco
39,3293,0,1,1,Business
50,1554,1,1,1,Business
60,2467,0,1,0,Eco
50,2150,0,1,1,Business
59,1448,0,1,0,Eco
39,2643,1,1,0,Eco
50,2309,1,1,1,Business
27,1256,0,1,0,Eco
41,3424,0,1,1,Business
47,963,1,1,1,Eco
54,2397,0,1,1,Business
61,4177,1,1,0,Business
37,1876,1,1,0,Eco
20,1415,0,1,1,Business
17,1111,0,1,0,Eco
54,3732,1,1,1,Business
33,1738,1,1,0,Eco
50,2718,1,1,1,Business
51,1680,0,1,1,Eco
52,1114,0,1,0,Business
43,2111,0,1,1,Eco
30,5193,1,1,1,Business
26,1933,0,0,1,Business
16,1675,0,1,1,Business
46,2682,0,1,0,Eco Plus
24,2353,0,1,0,Eco
49,877,1,1,0,Eco
21,2011,1,0,1,Eco
30,3673,0,0,1,Business
72,2132,0,1,1,Business
40,3900,0,1,1,Business
64,1278,1,1,0,Eco
18,1239,0,1,0,Eco
65,1692,0,1,0,Eco
29,2914,0,0,1,Business
69,1581,1,1,0,Eco
27,1843,0,0,1,Eco
55,914,0,0,1,Business
49,2093,0,1,1,Eco
35,3208,0,1,1,Business
64,2131,0,1,0,Eco
23,2668,1,1,1,Eco
63,1949,0,1,1,Eco
80,1800,1,1,1,Business
52,672,1,1,0,Eco
25,2002,0,1,1,Business
34,1767,1,0,1,Eco
40,1391,1,1,0,Eco
36,3178,1,1,1,Business
42,2522,0,1,1,Business
42,2564,0,0,1,Business
8,2033,1,1,1,Business
52,1702,1,1,0,Eco
29,1961,1,1,0,Eco
67,270,1,1,0,Eco
62,290,1,1,0,Eco
24,1557,1,0,1,Business
30,2187,0,0,1,Business
23,1310,0,0,1,Eco
22,1418,0,0,1,Eco
18,3765,1,1,1,Business
33,2110,1,1,0,Eco Plus
27,1641,0,0,1,Business
47,3734,1,1,1,Business
25,2375,0,0,1,Business
41,341,1,1,1,Business
46,2736,0,1,1,Business
23,2376,0,0,1,Eco
32,1764,0,1,1,Eco
51,1544,0,1,0,Eco
34,2371,0,1,1,Business
44,3214,0,1,0,Eco
22,4880,1,0,1,Eco
47,1778,0,1,1,Eco Plus
41,1630,1,1,1,Business
46,1672,0,1,0,Eco
38,1966,0,1,0,Eco Plus
58,700,1,1,0,Eco
24,2114,0,0,1,Eco
37,2015,1,1,1,Eco Plus
24,1500,1,0,1,Eco
41,2762,1,1,1,Business
49,884,1,1,1,Eco Plus
36,1233,1,1,0,Eco
35,2108,0,1,0,Eco Plus
55,778,0,1,1,Business
39,2319,1,0,1,Business
42,1821,1,1,1,Business
50,1479,1,0,1,Eco
9,1983,1,1,0,Eco
12,2692,1,1,0,Eco
48,2358,0,0,1,Business
43,766,1,1,0,Eco
34,3114,0,1,0,Eco
35,655,0,1,1,Business
47,1090,1,1,1,Eco
31,2605,0,0,1,Business
8,1886,0,1,0,Eco Plus
41,1805,0,1,1,Eco
30,1994,1,0,1,Eco
56,2644,1,1,1,Eco
25,1704,1,0,1,Eco
57,1042,0,1,1,Eco
24,3096,1,1,1,Business
60,1294,0,1,1,Eco
53,2766,0,1,1,Business
33,1519,1,1,1,Business
31,1478,1,1,1,Eco Plus
27,1550,1,0,1,Business
50,272,0,1,1,Business
25,3337,1,1,1,Business
42,2249,0,1,1,Business
54,2770,1,1,1,Business
43,1730,0,1,1,Business
47,2464,0,1,1,Business
24,3041,1,1,0,Eco
39,2419,0,1,0,Eco
22,1981,0,1,0,Business
41,3383,0,1,1,Business
9,1374,0,1,0,Eco
61,1784,1,0,0,Eco
48,306,1,1,1,Business
27,1711,0,0,1,Eco
43,1392,0,1,1,Business
45,293,1,1,0,Eco Plus
37,1961,1,0,1,Business
67,82,1,1,0,Eco
40,3006,0,1,1,Business
37,3804,0,1,0,Eco
13,1593,1,1,0,Eco
39,2883,0,0,1,Eco
56,1260,0,1,1,Business
16,1556,0,1,0,Eco
25,1209,0,0,1,Eco
43,2050,0,1,1,Eco
40,3914,0,1,1,Business
53,4198,1,1,1,Business
11,1568,0,1,1,Business
47,1592,1,1,1,Business
42,790,1,1,0,Eco
44,973,0,1,1,Business
41,2926,1,1,1,Business
44,1696,1,1,1,Business
50,3216,0,1,0,Eco
39,2202,0,0,1,Business
29,2211,1,1,0,Eco
47,1980,1,1,1,Business
30,1849,1,1,0,Eco
32,5433,1,1,1,Business
60,1487,1,1,1,Business
23,2364,1,0,1,Eco
51,385,1,1,0,Eco Plus
26,5305,0,1,1,Business
53,2037,0,1,1,Eco
49,3587,0,1,0,Eco
32,1496,0,0,1,Eco
52,84,1,1,1,Eco
32,2049,0,1,1,Business
57,3926,1,1,1,Business
16,1719,0,1,0,Eco
32,4811,0,1,1,Business
47,2599,1,1,1,Business
44,1556,0,1,1,Eco
29,2691,0,0,1,Eco
49,1193,1,1,0,Eco Plus
34,3725,0,0,1,Business
43,642,1,1,1,Business
47,350,1,1,0,Eco
44,2751,0,1,1,Business
16,2410,0,0,1,Eco
68,350,0,1,0,Business
35,1738,0,1,1,Business
8,1486,1,1,0,Eco
44,950,1,1,0,Eco Plus
35,5549,1,1,1,Business
43,720,1,1,1,Eco Plus
44,323,1,1,0,Eco
36,2129,1,0,1,Eco
45,1452,0,1,0,Eco
49,1641,0,1,1,Business
66,208,1,1,0,Business
58,1011,1,1,0,Eco Plus
51,284,1,1,0,Eco
11,2754,1,0,1,Eco
22,2216,1,0,1,Eco
8,1494,1,1,0,Eco
44,2148,0,1,0,Eco Plus
38,232,0,1,1,Business
55,2944,0,1,1,Business
60,1545,1,1,1,Business
46,57,1,1,1,Business
47,346,1,1,1,Business
21,1925,1,1,0,Eco
50,1431,0,1,1,Business
58,2688,0,1,0,Eco
30,1798,0,1,1,Business
42,1999,0,1,0,Eco Plus
46,909,1,1,1,Eco
29,1289,1,0,1,Eco
53,2342,0,1,0,Eco
41,3593,1,1,1,Business
27,2872,1,0,1,Business
38,2191,0,0,1,Eco
23,3136,1,1,1,Business
12,1762,1,1,0,Eco
38,2099,1,0,1,Eco
48,2334,0,1,0,Eco Plus
52,2092,0,1,1,Business
54,91,1,1,1,Business
51,2613,1,1,0,Eco
26,3033,0,1,0,Eco
47,2774,0,0,1,Business
37,1923,0,0,1,Eco
47,1318,0,1,0,Eco
37,1981,0,1,1,Business
39,1476,1,0,1,Business
19,1905,0,0,1,Business
36,3234,0,1,1,Business
37,1904,0,0,1,Eco
21,2779,0,1,1,Business
25,5084,1,1,1,Business
48,2419,1,1,1,Business
65,1514,1,1,0,Eco
27,4872,1,1,0,Eco
42,2543,0,1,1,Business
25,2533,1,0,1,Eco
44,2012,1,1,1,Business
42,608,0,1,1,Business
43,2486,1,1,1,Business
39,1435,0,1,0,Eco
21,1739,1,0,1,Eco
47,629,1,1,1,Eco
43,3922,0,1,1,Business
52,2661,1,1,1,Eco
44,2296,1,1,1,Business
56,1255,0,1,0,Eco
22,2106,1,0,1,Business
23,1977,0,0,1,Eco
23,2054,1,0,1,Business
30,3252,1,1,1,Business
68,589,1,1,0,Eco
39,1090,0,0,1,Business
70,1272,1,1,0,Eco
41,1686,0,1,1,Eco Plus
46,445,1,1,0,Eco
16,2673,0,1,0,Eco
39,1592,0,0,1,Eco
15,2005,0,0,1,Eco
57,2616,1,1,1,Business
33,1410,0,1,1,Business
43,1561,0,1,1,Eco
45,1933,0,1,0,Eco
29,1471,1,0,1,Eco
48,1792,0,0,1,Eco
47,316,1,1,1,Eco
57,1829,1,1,1,Business
33,1502,0,1,0,Eco
49,2149,0,1,1,Business
31,4549,1,1,1,Business
29,4933,0,1,1,Business
51,876,1,1,1,Eco
32,4387,1,1,1,Business
25,2509,1,1,0,Eco
70,3062,0,1,0,Eco
42,2134,1,0,1,Eco
53,676,0,1,1,Business
60,723,1,1,1,Business
29,3381,1,1,1,Eco
67,379,0,1,1,Business
24,1561,1,0,1,Eco
31,4307,0,1,1,Business
39,3728,1,1,1,Eco
39,1370,0,0,1,Business
43,3068,1,1,1,Business
43,226,0,1,1,Business
38,1847,1,1,0,Eco Plus
64,1664,1,1,0,Eco
38,1791,1,1,0,Eco
47,2767,0,1,1,Business
61,309,1,1,0,Eco
9,1896,1,1,0,Eco
33,2918,1,1,1,Business
55,1985,1,1,0,Eco Plus
55,1465,1,1,1,Eco Plus
45,1988,1,1,1,Business
15,2183,0,0,1,Eco
51,4017,1,1,1,Business
32,4529,1,1,1,Business
9,1715,1,1,0,Eco
13,2970,1,1,0,Eco
26,1383,0,0,1,Eco
22,1338,1,1,0,Eco
27,1969,1,1,1,Eco Plus
44,583,1,1,0,Eco Plus
28,3282,1,1,1,Business
35,3612,0,1,1,Business
56,3770,0,1,1,Business
22,2477,0,1,1,Eco Plus
54,1970,0,1,1,Business
45,672,1,1,0,Eco
41,786,1,1,1,Business
42,2512,1,1,1,Eco
41,3881,1,1,1,Business
67,268,0,1,1,Business
26,1653,1,0,1,Business
26,1717,1,0,1,Business
57,3190,0,1,1,Business
58,1649,1,1,1,Business
25,1941,1,1,1,Eco
20,1466,0,1,1,Business
41,2636,0,1,0,Eco
41,331,1,1,1,Business
40,1853,1,1,1,Business
36,2688,1,1,1,Business
52,3406,0,1,1,Business
22,1643,0,0,1,Eco
22,1689,1,0,1,Eco
24,1584,0,0,1,Eco
46,2600,1,1,0,Business
48,90,1,1,1,Eco
32,2268,1,0,1,Business
15,2205,0,0,1,Eco
60,3471,0,1,1,Business
42,2540,0,1,1,Eco
49,694,1,1,0,Eco
29,2560,1,1,1,Business
21,4314,1,1,1,Business
45,2031,0,0,1,Eco
48,1428,0,0,1,Business
57,644,1,1,0,Eco
48,4803,1,1,1,Business
18,2165,1,1,0,Eco
7,2012,1,1,0,Eco
49,2835,0,1,1,Business
56,381,1,1,1,Eco Plus
26,1761,0,0,1,Business
43,2759,0,1,0,Eco
50,296,1,1,1,Eco
44,2097,0,0,1,Business
38,2780,0,1,0,Eco
41,3193,1,1,1,Business
44,3964,0,1,1,Business
36,2245,0,1,1,Business
12,2332,0,1,0,Eco
75,1611,0,0,1,Eco
59,464,1,1,0,Eco
27,3853,1,1,1,Business
35,2823,1,1,1,Business
43,2095,0,0,1,Business
49,741,1,1,1,Business
51,601,1,1,1,Eco
47,2378,0,1,0,Eco
32,2484,0,1,1,Eco Plus
32,3448,1,1,0,Eco
25,2452,1,0,1,Business
35,1811,1,1,1,Business
36,1820,1,1,1,Eco
43,329,1,1,0,Eco
40,3907,0,1,1,Business
49,2648,0,1,0,Eco
62,1107,1,0,1,Eco Plus
15,2308,1,1,0,Eco
25,1479,0,0,1,Business
39,2515,1,1,1,Business
59,60,1,1,1,Eco Plus
66,2671,0,1,1,Eco
36,559,0,1,1,Business
23,3790,1,0,1,Eco
44,2230,1,1,1,Business
54,2477,0,1,1,Business
36,2100,0,1,1,Business
54,2349,0,1,0,Eco Plus
27,3129,0,1,1,Business
24,2524,1,1,0,Eco
69,2842,0,1,0,Eco
48,1589,1,1,1,Business
51,352,0,1,1,Business
45,2006,0,1,1,Business
47,3840,0,1,1,Business
25,1541,0,0,1,Eco
44,3008,1,1,1,Business
41,1732,1,1,0,Eco
47,2397,0,1,1,Business
28,3234,0,1,1,Business
55,4007,0,1,1,Business
51,2650,0,1,1,Business
47,535,1,1,1,Eco
59,1519,1,1,1,Business
47,1934,0,1,1,Eco
26,3296,0,1,1,Business
36,394,1,1,1,Business
46,1700,0,1,0,Eco
50,3209,0,1,0,Eco
30,2005,1,1,1,Business
31,2221,0,1,0,Eco
51,3957,0,1,1,Business
77,251,0,0,1,Business
68,1718,0,1,0,Eco
23,2695,1,0,1,Business
43,1663,0,1,1,Eco
13,5130,1,1,1,Business
43,2152,1,0,1,Eco
33,1843,1,0,1,Eco
38,1874,1,0,1,Eco
46,3983,0,1,1,Business
17,2529,0,1,1,Eco Plus
37,2370,1,1,1,Business
36,1716,0,1,1,Eco Plus
27,1769,0,1,1,Eco Plus
67,2870,0,1,0,Eco
45,1781,0,1,1,Business
13,2014,0,1,1,Business
20,3914,0,1,1,Business
43,417,0,1,1,Business
57,2939,1,1,1,Business
46,1961,0,1,0,Eco
47,2927,1,1,1,Business
23,2011,0,1,1,Business
41,578,1,1,1,Business
27,1652,0,0,1,Business
27,2715,1,1,0,Eco Plus
39,2014,0,1,1,Business
66,634,1,1,0,Eco
26,1787,1,0,1,Eco
36,4332,1,0,1,Business
26,1515,1,0,1,Business
25,1873,1,0,1,Business
49,3800,0,1,1,Eco
32,1281,1,1,0,Business
49,543,1,1,1,Eco
27,4943,0,1,1,Business
43,1453,0,1,1,Eco
9,1586,1,1,0,Eco
40,1799,1,0,1,Business
54,224,1,1,0,Eco
26,1573,1,1,0,Eco
57,1172,1,0,1,Eco
63,444,1,1,1,Business
41,1532,1,1,0,Eco
60,310,1,1,1,Eco
67,773,1,1,0,Eco
55,1595,0,1,1,Eco
46,1618,0,1,0,Eco
57,601,0,1,1,Business
57,2761,0,1,1,Business
54,435,1,1,0,Eco Plus
8,1735,1,1,0,Eco
29,1384,0,1,0,Eco
43,1697,1,1,1,Business
35,2850,0,0,1,Eco
68,664,1,1,0,Business
50,293,1,1,0,Eco
50,1298,0,0,1,Business
37,1549,1,1,1,Eco
37,2944,1,1,1,Business
58,1405,1,0,1,Business
40,602,0,1,1,Business
35,3058,1,1,1,Eco
30,3102,0,0,1,Business
54,627,0,1,1,Business
47,3105,0,1,1,Business
24,1688,0,0,1,Eco
34,371,0,1,0,Business
40,1987,0,1,0,Eco
37,1752,0,1,1,Eco
57,1572,0,1,0,Eco
48,318,0,1,1,Business
56,412,1,1,1,Business
39,1700,0,0,1,Business
47,2072,1,1,1,Business
23,1943,1,0,1,Eco
13,1736,1,1,0,Eco
28,1892,0,1,0,Eco
46,2527,1,1,0,Eco
32,1888,0,0,1,Business
43,3694,0,1,1,Business
60,2669,0,1,1,Business
31,1837,0,1,1,Business
25,1311,1,0,1,Eco Plus
38,2653,0,1,1,Business
60,404,1,1,1,Business
59,3710,1,1,1,Business
50,3370,1,1,1,Business
66,3771,1,1,1,Business
57,1324,0,1,0,Eco
42,111,0,1,1,Business
58,1655,0,1,0,Eco
46,265,1,1,0,Eco
47,2848,0,1,1,Business
44,1759,0,1,1,Business
15,5160,1,1,1,Business
39,929,0,0,1,Business
44,1901,1,1,1,Business
29,1855,0,1,0,Eco Plus
37,2329,0,0,1,Eco
42,2136,0,1,1,Business
39,3134,1,1,0,Eco
50,1312,0,1,1,Business
56,1929,0,1,0,Eco
13,3931,0,1,0,Eco
45,443,1,1,1,Eco
44,2063,1,0,1,Business
25,1838,1,0,1,Business
24,2343,0,1,0,Eco
60,2167,1,1,1,Eco
48,724,1,1,0,Eco
47,1103,1,1,0,Eco
33,1687,1,1,1,Eco
55,3233,1,1,1,Business
58,3098,0,1,1,Business
48,2102,0,1,0,Eco
25,1481,0,0,1,Business
25,2354,1,0,1,Business
24,3405,1,1,1,Business
47,2202,0,1,0,Eco
31,1623,0,1,1,Eco
69,1636,0,1,0,Eco
27,3624,0,0,1,Business
36,1096,1,1,1,Eco
62,767,1,1,0,Eco Plus
51,370,1,1,0,Business
56,2518,1,1,1,Business
41,2179,0,1,1,Business
44,2987,0,1,1,Business
41,3473,0,1,1,Business
61,1783,0,1,1,Eco
31,1143,1,1,1,Business
55,1826,1,1,1,Business
77,1631,0,1,1,Business
17,1707,0,1,0,Eco
28,2527,0,1,0,Eco
7,2006,1,1,0,Business
22,1196,0,0,1,Eco
42,3008,0,1,1,Business
43,2836,1,1,1,Business
47,309,1,1,1,Business
54,885,0,1,1,Business
46,961,1,1,1,Business
45,2475,0,1,1,Business
55,741,0,1,1,Business
51,302,1,1,0,Eco Plus
33,1895,1,1,1,Business
10,3046,0,1,0,Eco
47,3910,0,1,0,Eco
42,1441,0,0,1,Eco
45,3193,0,1,1,Business
16,1274,0,1,1,Eco Plus
49,986,1,1,0,Eco
47,1998,0,1,1,Eco
37,3940,0,1,1,Business
27,2270,0,0,1,Eco
42,2402,0,1,1,Eco
38,3343,1,1,1,Eco
35,971,0,1,1,Business
27,2146,0,1,0,Eco
24,2071,0,1,0,Eco
39,1874,1,0,1,Business
63,1645,0,1,0,Eco
44,818,1,1,1,Business
30,1836,1,1,1,Business
27,1657,1,0,1,Eco
66,362,1,1,0,Eco
45,711,1,1,1,Business
38,2835,1,1,1,Business
28,4862,0,1,1,Business
24,1698,1,0,1,Eco
54,2137,0,0,0,Eco
42,2784,0,1,1,Eco
62,2641,0,1,1,Business
53,2514,0,1,1,Eco
18,1248,1,0,1,Eco
59,245,1,1,0,Eco
23,3988,0,1,1,Business
27,1634,1,1,1,Business
26,1464,1,0,1,Business
39,997,0,1,1,Eco
31,1708,1,1,1,Business
44,2738,1,1,1,Business
40,2849,1,1,0,Eco
31,1928,0,1,1,Eco
45,385,1,1,1,Eco
18,2503,0,1,0,Eco
46,1896,0,1,1,Business
53,1524,0,1,1,Business
31,1879,0,1,0,Eco
38,1995,1,1,1,Business
28,2291,0,1,0,Eco
31,2228,1,1,0,Eco
32,1877,0,0,1,Eco
13,1820,0,1,0,Business
57,2570,0,1,0,Eco
61,61,1,1,1,Eco
50,3412,0,1,1,Business
28,1733,0,0,1,Eco
32,1914,0,0,1,Eco
42,759,1,1,1,Business
29,2507,0,1,1,Business
59,2328,0,1,1,Eco
42,889,1,1,1,Eco
58,3040,1,1,1,Business
41,3614,1,1,1,Business
44,1020,1,1,0,Eco
58,989,1,1,1,Eco
39,2207,0,1,1,Business
55,1664,0,1,0,Eco
39,2245,1,1,1,Eco
37,1746,1,0,1,Eco
29,2148,1,0,1,Eco Plus
12,4461,0,1,1,Business
63,257,1,1,0,Eco
55,2265,1,1,1,Business
28,2828,1,0,1,Eco Plus
15,2747,1,0,1,Eco
56,112,1,1,1,Eco
48,1833,1,1,1,Business
48,2044,1,1,1,Business
42,2858,1,1,1,Business
37,4728,0,1,1,Business
44,315,1,1,1,Eco
42,2027,0,0,1,Business
55,1691,0,1,1,Eco Plus
68,91,1,1,0,Business
47,1643,0,1,0,Eco
37,283,1,1,1,Business
23,1832,0,1,1,Eco
38,2319,0,1,0,Eco
60,729,1,1,1,Eco
50,1954,1,1,1,Business
59,1044,0,1,1,Business
38,1550,0,0,1,Eco
37,2200,0,0,1,Business
27,2413,0,0,1,Business
40,1668,0,1,1,Business
42,1571,0,1,1,Business
22,1460,1,0,1,Eco
40,1817,0,0,1,Business
57,1211,0,1,1,Eco
41,2413,0,1,1,Eco Plus
25,2772,1,0,1,Eco
27,2005,1,1,0,Eco
22,2145,1,0,1,Business
44,2682,0,1,1,Business
18,4542,1,1,1,Business
45,4065,0,1,0,Eco
65,3419,1,1,1,Business
34,2341,0,1,1,Eco Plus
28,2104,0,0,1,Eco
22,1170,0,0,1,Eco
59,2609,0,1,0,Eco
17,2099,1,0,1,Eco
60,1869,0,1,0,Eco
35,2483,1,1,1,Eco
47,1105,1,1,1,Business
39,1834,1,0,1,Business
34,4233,1,1,0,Eco
67,1842,0,1,0,Eco
55,833,0,1,1,Business
69,219,0,1,1,Business
31,1601,1,1,1,Eco Plus
22,1985,0,0,1,Eco
29,4724,0,1,1,Business
16,1210,1,1,0,Business
30,4725,0,1,1,Business
39,2241,0,0,1,Business
22,1585,0,1,0,Eco
47,744,0,1,1,Business
79,1556,0,1,1,Eco
36,1599,1,0,1,Business
40,1623,0,1,0,Eco
23,1646,0,1,1,Eco
55,2729,1,1,1,Business
35,1853,0,1,0,Eco Plus
52,365,1,1,0,Eco
57,1745,1,1,0,Eco
38,1144,1,0,1,Eco
39,1189,0,0,1,Business
29,2436,1,1,1,Eco
43,1515,1,0,1,Business
52,518,1,1,1,Eco
35,3463,1,0,1,Eco
66,1668,0,1,1,Business
42,1981,1,1,1,Eco
41,2531,0,1,1,Business
44,2265,0,0,1,Business
25,2701,1,0,1,Eco
19,2500,0,0,1,Eco
21,3021,0,1,0,Business
62,1066,0,1,0,Eco
48,1586,0,1,1,Eco
26,2605,0,1,1,Business
58,1770,0,1,0,Eco
11,1367,0,1,0,Eco
52,2779,1,1,1,Business
46,3343,0,1,1,Business
24,3040,1,1,1,Business
26,2300,0,0,1,Business
38,2149,0,0,1,Eco
48,319,0,1,1,Business
28,2698,1,0,1,Eco
37,1500,0,1,0,Eco
61,829,1,1,0,Eco
19,2905,1,1,0,Eco
38,1533,1,1,0,Eco
46,395,1,1,0,Eco
26,2119,1,0,1,Eco
9,3629,0,1,0,Eco
50,3928,0,1,1,Business
45,1648,0,1,1,Business
48,4299,0,1,1,Business
49,910,0,0,1,Eco
32,3892,0,1,1,Business
32,2450,1,1,0,Eco Plus
23,2626,1,1,0,Eco
23,1417,0,0,1,Eco
29,2584,1,0,1,Eco
18,1213,1,1,0,Eco
41,2590,1,1,0,Eco
41,2202,0,1,1,Business
53,1767,0,1,0,Eco
9,3742,0,1,1,Business
23,1797,0,1,1,Business
59,3507,1,1,1,Business
56,846,1,1,1,Eco
36,2488,0,0,1,Eco
39,1278,0,1,1,Business
44,496,1,1,1,Eco
66,1884,0,1,1,Eco
64,1132,1,1,0,Eco
32,1278,1,0,1,Business
59,234,0,1,1,Business
54,1001,0,1,0,Business
29,1615,0,1,1,Eco Plus
48,2512,1,1,1,Business
25,1605,1,0,1,Eco
25,2776,1,1,0,Eco
56,1639,1,1,1,Business
34,2131,1,1,1,Eco
31,1563,1,1,1,Eco Plus
45,1838,0,1,1,Eco Plus
55,269,0,1,1,Business
24,2475,1,0,1,Eco
44,3384,1,1,1,Business
19,2736,0,1,0,Eco
36,1846,0,0,1,Eco Plus
44,624,0,1,1,Business
33,1579,0,0,1,Eco
60,825,0,1,1,Business
57,3323,0,1,1,Business
60,3690,1,1,1,Business
10,2226,1,1,0,Eco
57,2154,0,1,0,Eco
13,1807,1,1,0,Eco
29,2411,0,0,1,Eco
40,714,1,1,1,Business
33,874,0,1,0,Eco
60,1200,1,1,1,Eco
54,1508,0,1,1,Business
40,1081,0,0,1,Eco
15,2363,0,1,0,Eco
42,3797,0,1,1,Business
7,2252,1,1,0,Eco
30,2079,0,1,0,Eco
57,4243,0,1,1,Business
53,326,1,1,1,Eco
35,1208,0,1,1,Eco
26,2479,0,0,1,Business
45,1801,1,0,1,Business
45,1612,1,0,0,Eco
30,1732,0,0,1,Eco
61,628,1,1,0,Eco
43,1851,0,1,0,Eco
41,1961,1,1,0,Eco
36,2133,1,1,1,Business
25,2033,0,0,1,Business
16,1458,0,1,0,Eco
54,2534,1,1,0,Eco Plus
48,1689,0,1,1,Business
19,2984,0,1,0,Eco
49,2836,1,1,1,Business
45,2419,1,1,0,Eco
44,1257,1,1,1,Business
28,1634,0,1,0,Eco
21,2450,1,1,0,Eco
42,85,0,1,1,Business
59,684,0,1,1,Business
40,1168,0,1,1,Eco
25,2796,1,0,1,Business
39,1783,0,1,1,Business
20,2178,0,0,1,Eco
39,1730,0,1,1,Business
26,1869,1,0,1,Business
37,2107,1,1,0,Eco Plus
21,2414,1,1,1,Business
32,2862,1,1,1,Eco
31,3514,0,1,1,Business
13,1455,1,1,0,Business
20,2644,0,0,1,Business
65,532,1,1,0,Eco
32,2830,0,1,1,Business
39,2469,0,1,1,Business
46,434,1,1,0,Eco
22,1190,1,0,1,Eco
23,2210,0,1,1,Business
61,2153,0,1,0,Eco Plus
58,2701,1,1,1,Business
24,1431,0,1,0,Eco
39,1740,0,1,1,Business
26,4093,1,1,1,Business
34,2037,0,1,1,Business
44,459,1,1,1,Eco
42,397,1,1,1,Eco
22,1739,1,0,1,Eco
41,2057,0,1,0,Eco
39,1688,0,1,0,Eco
49,2272,1,0,1,Eco Plus
33,249,1,1,1,Business
70,383,1,1,0,Eco
54,1064,1,1,1,Eco
22,2678,1,1,0,Eco
60,743,1,1,1,Eco
49,1712,0,1,1,Business
67,1128,1,1,1,Eco
35,1607,0,1,1,Eco Plus
24,2109,1,0,1,Eco
64,1853,0,1,1,Eco Plus
47,528,0,1,1,Business
43,3488,1,1,1,Business
46,1991,0,1,1,Eco
43,599,0,1,1,Business
57,3625,0,1,1,Business
57,1049,1,1,1,Business
51,2890,1,1,1,Business
72,377,1,1,1,Business
59,2280,1,1,1,Business
25,1850,1,0,1,Eco
51,3813,0,1,1,Business
62,598,1,1,0,Eco
23,1407,0,0,1,Eco
48,404,1,1,1,Eco
40,1594,0,1,1,Eco
31,3128,1,1,1,Business
59,2990,1,1,1,Business
59,2475,1,1,0,Eco Plus
55,1915,0,1,1,Business
48,3348,0,1,1,Business
22,2147,1,1,0,Eco
19,1445,1,1,0,Eco
48,1711,0,1,0,Eco
14,2905,0,1,1,Business
27,1764,1,0,1,Eco
8,1858,0,1,0,Eco
32,1818,0,1,0,Eco Plus
41,3879,1,1,1,Business
62,1111,1,1,1,Eco
40,1803,0,1,1,Business
34,2456,0,1,0,Eco
24,2125,1,1,0,Eco
38,1411,0,1,1,Business
27,2171,1,0,1,Eco
25,6655,1,1,0,Eco
60,2140,1,1,1,Business
40,1592,0,1,0,Eco
46,1606,1,1,1,Business
50,2329,0,1,1,Business
19,1944,0,1,1,Eco Plus
28,1826,1,0,1,Business
33,202,1,1,1,Business
47,119,1,1,1,Eco
40,919,0,1,1,Eco
13,1911,0,1,0,Eco
53,337,0,1,1,Business
41,1821,1,1,1,Business
48,3511,1,1,1,Business
20,2528,0,1,1,Business
39,1805,0,0,1,Business
44,795,0,1,1,Business
37,1524,0,1,0,Eco
21,1626,0,0,1,Business
54,1650,0,1,0,Eco
25,1635,0,0,1,Business
51,606,1,1,1,Eco
50,2222,0,1,0,Eco
65,98,1,1,1,Business
52,3801,1,1,1,Business
46,1816,0,0,1,Eco
80,506,1,1,1,Eco
57,625,1,1,1,Eco
61,2368,1,1,1,Business
12,2083,1,1,0,Eco
52,2395,0,1,1,Eco Plus
50,5538,0,1,1,Business
20,3946,0,1,1,Business
63,1610,0,1,1,Eco
34,1668,0,1,0,Eco
45,1728,0,1,1,Business
30,1243,0,1,0,Eco Plus
62,2198,0,1,0,Eco
27,2247,1,1,1,Business
55,1625,1,1,1,Business
28,1251,0,1,0,Eco
13,3091,0,1,0,Eco
38,3869,1,1,1,Eco
56,1519,1,1,0,Eco
49,1184,1,1,0,Eco
56,2063,0,1,1,Eco
13,1875,0,1,0,Eco
53,2751,0,1,1,Business
61,942,1,1,0,Eco
17,2782,0,1,1,Business
10,1853,1,1,0,Eco
60,629,1,1,0,Eco
44,2275,0,1,1,Business
70,2543,1,1,0,Eco Plus
60,442,0,1,1,Business
42,2521,1,1,1,Business
60,2456,0,1,1,Business
45,440,1,1,1,Eco
51,3771,1,1,1,Business
10,2782,0,1,0,Eco Plus
36,1495,1,0,1,Eco
